age,job,marital,education,default,balance,housing,loan,index
44,entrepreneur,married,secondary,no,-20,no,no,6752
52,blue-collar,married,secondary,no,310,yes,no,6753
47,technician,married,secondary,no,970,yes,no,6754
35,technician,married,secondary,no,194,yes,no,6755
28,blue-collar,single,secondary,no,6307,yes,no,6756
32,management,married,tertiary,no,514,yes,no,6757
26,admin.,single,tertiary,no,-164,yes,no,6758
57,management,married,primary,no,1566,no,no,6759
53,services,divorced,secondary,no,-905,yes,no,6760
29,services,married,tertiary,no,6,yes,no,6761
24,blue-collar,single,secondary,no,674,yes,yes,6762
26,blue-collar,single,primary,no,230,yes,no,6763
29,management,married,tertiary,no,715,yes,no,6764
42,technician,married,secondary,no,-1310,yes,yes,6765
36,technician,married,secondary,no,1731,yes,yes,6766
26,technician,single,secondary,no,150,yes,no,6767
24,technician,single,secondary,no,288,yes,no,6768
29,management,single,tertiary,no,-158,yes,no,6769
51,technician,single,secondary,no,511,yes,yes,6770
31,blue-collar,single,secondary,no,1686,yes,no,6771
29,management,single,tertiary,no,5980,yes,no,6772
28,management,married,secondary,no,292,yes,no,6773
23,services,single,secondary,no,665,yes,no,6774
26,blue-collar,single,secondary,no,396,yes,no,6775
42,technician,married,secondary,no,570,yes,no,6776
40,admin.,divorced,secondary,no,-541,yes,yes,6777
28,blue-collar,married,secondary,no,17,no,no,6778
27,student,single,secondary,no,16173,yes,no,6779
25,admin.,married,secondary,no,894,yes,no,6780
29,technician,single,secondary,yes,-397,yes,no,6781
29,blue-collar,single,primary,no,231,yes,no,6782
28,services,single,secondary,no,281,yes,no,6783
29,management,single,tertiary,no,112,yes,yes,6784
24,services,single,secondary,no,53,yes,yes,6785
26,admin.,single,secondary,no,677,yes,no,6786
32,admin.,single,secondary,no,294,yes,no,6787
26,services,single,tertiary,no,1624,yes,yes,6788
31,technician,single,primary,no,449,yes,no,6789
28,management,single,tertiary,no,1069,no,no,6790
52,entrepreneur,married,primary,no,8298,yes,yes,6791
27,technician,married,secondary,no,1577,yes,yes,6792
38,blue-collar,married,secondary,no,-579,yes,yes,6793
35,technician,single,tertiary,no,59,yes,no,6794
38,technician,single,secondary,no,12,yes,no,6795
46,blue-collar,divorced,secondary,no,1815,yes,no,6796
32,management,married,tertiary,no,4307,yes,no,6797
39,blue-collar,married,unknown,no,638,yes,yes,6798
29,admin.,married,secondary,no,-526,yes,no,6799
27,blue-collar,single,secondary,no,294,yes,yes,6800
28,services,single,secondary,no,2954,yes,no,6801
47,blue-collar,married,secondary,no,578,yes,no,6802
27,technician,married,unknown,no,811,yes,no,6803
33,blue-collar,married,secondary,no,7063,yes,no,6804
30,management,single,tertiary,no,5288,yes,no,6805
33,blue-collar,married,secondary,no,580,yes,no,6806
40,management,married,tertiary,no,384,no,no,6807
38,technician,married,secondary,no,61,yes,no,6808
32,admin.,single,secondary,no,642,yes,no,6809
36,blue-collar,married,secondary,no,79,yes,no,6810
30,services,married,secondary,no,586,yes,no,6811
38,entrepreneur,married,secondary,no,61,yes,yes,6812
25,services,single,secondary,no,3217,yes,no,6813
28,blue-collar,married,secondary,no,1020,yes,no,6814
55,blue-collar,married,primary,no,-317,yes,no,6815
57,management,married,tertiary,no,-22,yes,no,6816
31,blue-collar,divorced,primary,no,158,yes,no,6817
31,services,married,secondary,no,-327,yes,no,6818
38,technician,single,tertiary,no,218,yes,yes,6819
28,technician,single,tertiary,no,183,yes,yes,6820
23,technician,single,tertiary,no,1129,yes,no,6821
45,blue-collar,married,secondary,no,554,yes,no,6822
46,technician,married,secondary,no,57,no,no,6823
40,management,married,secondary,no,-240,no,yes,6824
29,services,married,secondary,no,11417,yes,no,6825
30,admin.,married,primary,no,-171,yes,no,6826
31,admin.,single,secondary,no,-449,yes,no,6827
56,retired,married,unknown,no,228,yes,no,6828
39,unemployed,single,secondary,no,-53,yes,no,6829
29,admin.,single,unknown,no,175,no,no,6830
44,technician,married,secondary,no,1196,yes,yes,6831
28,admin.,single,secondary,no,419,yes,no,6832
26,management,single,tertiary,no,2692,no,no,6833
41,blue-collar,single,unknown,no,2835,yes,no,6834
31,services,single,secondary,no,-779,yes,no,6835
29,admin.,married,tertiary,no,26,yes,no,6836
33,blue-collar,married,secondary,no,-112,yes,no,6837
23,student,single,unknown,no,854,yes,no,6838
50,admin.,married,secondary,no,3636,no,no,6839
27,services,single,secondary,no,9636,yes,no,6840
45,blue-collar,married,primary,no,446,yes,no,6841
50,self-employed,divorced,tertiary,no,59,yes,no,6842
41,blue-collar,single,secondary,no,1621,yes,no,6843
44,management,married,tertiary,no,0,yes,no,6844
56,retired,married,primary,no,-299,yes,no,6845
26,unemployed,married,primary,no,70,yes,no,6846
34,admin.,single,secondary,yes,7,no,no,6847
33,blue-collar,single,secondary,no,-366,yes,no,6848
30,blue-collar,married,primary,no,-518,yes,yes,6849
47,management,married,secondary,no,490,yes,no,6850
26,admin.,married,secondary,no,714,yes,no,6851
26,blue-collar,married,primary,no,3529,yes,no,6852
51,technician,married,secondary,no,98,yes,no,6853
57,retired,married,tertiary,no,0,yes,yes,6854
33,blue-collar,married,secondary,no,529,yes,no,6855
30,blue-collar,single,secondary,no,397,yes,no,6856
40,unemployed,married,primary,no,557,yes,no,6857
53,blue-collar,married,secondary,no,314,yes,no,6858
27,services,single,secondary,no,1636,yes,no,6859
57,blue-collar,married,primary,no,1502,yes,no,6860
45,management,married,tertiary,yes,-1655,yes,no,6861
36,management,married,tertiary,no,428,no,no,6862
39,blue-collar,married,primary,no,7304,yes,no,6863
28,technician,single,secondary,no,1536,yes,no,6864
34,technician,married,secondary,no,1246,no,no,6865
29,technician,married,secondary,no,344,yes,yes,6866
51,technician,married,secondary,no,271,yes,no,6867
29,management,single,secondary,no,293,yes,no,6868
32,admin.,single,secondary,no,562,yes,no,6869
36,management,single,secondary,no,302,no,no,6870
50,technician,married,secondary,no,-568,yes,yes,6871
42,management,married,tertiary,no,479,yes,no,6872
29,services,divorced,secondary,no,1336,yes,no,6873
34,management,single,tertiary,no,1058,yes,no,6874
33,technician,divorced,tertiary,no,839,yes,no,6875
29,technician,single,secondary,no,22008,yes,no,6876
44,blue-collar,married,secondary,no,-73,yes,no,6877
25,entrepreneur,single,primary,no,-65,yes,no,6878
26,blue-collar,married,unknown,no,407,yes,no,6879
53,management,married,tertiary,no,490,yes,no,6880
45,blue-collar,married,secondary,no,156,yes,yes,6881
37,management,married,tertiary,no,655,no,no,6882
43,blue-collar,married,secondary,yes,-504,yes,no,6883
38,self-employed,married,secondary,no,279,yes,no,6884
31,admin.,married,unknown,yes,-310,yes,no,6885
38,services,married,secondary,no,-314,yes,no,6886
32,services,single,tertiary,no,-233,yes,no,6887
24,blue-collar,single,secondary,no,327,yes,no,6888
34,admin.,single,secondary,no,1103,yes,no,6889
43,management,married,secondary,no,373,yes,no,6890
40,technician,married,secondary,no,-312,yes,no,6891
55,retired,married,secondary,no,2193,yes,yes,6892
34,services,married,secondary,no,24,yes,no,6893
35,blue-collar,divorced,secondary,no,105,yes,yes,6894
59,technician,married,secondary,no,0,yes,yes,6895
50,admin.,single,secondary,no,330,yes,no,6896
55,blue-collar,married,secondary,no,284,yes,yes,6897
29,admin.,married,secondary,no,445,yes,no,6898
32,services,married,secondary,no,172,yes,no,6899
27,management,single,tertiary,no,1995,yes,no,6900
36,management,married,tertiary,no,771,yes,no,6901
33,admin.,married,secondary,no,393,yes,no,6902
32,admin.,married,tertiary,no,-421,yes,yes,6903
48,management,married,secondary,no,99,yes,no,6904
47,admin.,divorced,secondary,no,-480,no,no,6905
36,management,married,secondary,no,10,no,yes,6906
29,management,married,tertiary,no,8089,yes,no,6907
35,management,single,secondary,no,73,yes,no,6908
48,blue-collar,married,primary,no,134,yes,no,6909
29,admin.,married,secondary,no,5605,yes,no,6910
28,services,single,secondary,no,3331,yes,no,6911
27,self-employed,single,tertiary,no,5214,yes,no,6912
51,services,divorced,secondary,no,-245,yes,yes,6913
40,technician,single,tertiary,no,-89,yes,no,6914
60,retired,married,primary,no,170,yes,no,6915
28,technician,single,secondary,no,1417,yes,no,6916
42,management,single,tertiary,no,4264,yes,no,6917
28,student,single,secondary,no,949,yes,no,6918
27,admin.,single,secondary,no,242,yes,yes,6919
33,admin.,single,primary,no,-258,yes,no,6920
34,entrepreneur,married,tertiary,no,105,yes,no,6921
29,blue-collar,married,primary,no,1280,yes,no,6922
34,blue-collar,married,secondary,no,504,yes,no,6923
31,management,single,tertiary,no,-160,yes,no,6924
31,admin.,single,secondary,no,1306,yes,no,6925
36,blue-collar,single,secondary,no,3254,yes,no,6926
26,blue-collar,single,secondary,no,419,yes,no,6927
34,blue-collar,married,secondary,no,-58,yes,yes,6928
30,entrepreneur,married,secondary,no,2926,yes,no,6929
33,management,single,tertiary,no,-61,no,no,6930
39,admin.,divorced,secondary,no,22,no,no,6931
45,services,married,secondary,no,-36,yes,yes,6932
35,management,single,unknown,no,137,no,no,6933
25,blue-collar,divorced,secondary,no,2428,yes,no,6934
57,admin.,married,secondary,no,100,no,no,6935
54,retired,married,secondary,no,24,yes,no,6936
30,student,single,tertiary,no,2030,yes,no,6937
26,student,single,tertiary,no,0,yes,no,6938
33,technician,single,secondary,no,-409,yes,no,6939
26,technician,single,secondary,no,855,yes,no,6940
53,admin.,married,secondary,no,614,yes,no,6941
35,admin.,single,secondary,no,3,yes,no,6942
27,technician,single,secondary,no,648,yes,no,6943
35,self-employed,single,tertiary,no,935,yes,no,6944
39,services,married,secondary,no,695,yes,no,6945
32,admin.,single,secondary,no,73,yes,no,6946
31,blue-collar,married,secondary,no,1039,yes,no,6947
34,management,married,tertiary,no,-304,yes,no,6948
38,blue-collar,single,unknown,no,241,yes,no,6949
39,management,divorced,tertiary,no,133,yes,no,6950
46,admin.,married,secondary,no,1328,yes,no,6951
29,blue-collar,single,secondary,no,0,yes,no,6952
47,services,divorced,secondary,no,-288,yes,no,6953
53,management,married,tertiary,no,3443,yes,no,6954
29,management,divorced,tertiary,no,415,yes,yes,6955
58,retired,married,secondary,no,255,no,no,6956
34,technician,married,secondary,no,6,yes,no,6957
26,blue-collar,married,secondary,no,-284,yes,no,6958
31,management,single,tertiary,no,305,yes,no,6959
55,blue-collar,married,primary,no,81,yes,no,6960
30,blue-collar,married,primary,no,2607,yes,no,6961
29,blue-collar,married,secondary,no,201,yes,no,6962
44,technician,married,secondary,no,265,yes,no,6963
33,blue-collar,married,secondary,no,625,yes,no,6964
42,blue-collar,married,secondary,no,1134,yes,no,6965
57,unknown,married,unknown,no,327,yes,no,6966
38,technician,married,tertiary,no,-1350,yes,yes,6967
22,blue-collar,single,primary,no,3198,yes,no,6968
36,blue-collar,single,primary,no,2176,yes,no,6969
39,blue-collar,married,primary,no,-310,yes,yes,6970
45,services,married,secondary,no,692,yes,no,6971
35,blue-collar,married,primary,no,4366,yes,no,6972
22,services,single,primary,no,35,yes,no,6973
56,management,divorced,tertiary,no,442,no,no,6974
31,management,single,tertiary,no,44,no,no,6975
51,technician,divorced,secondary,no,0,yes,no,6976
37,services,single,tertiary,no,223,yes,no,6977
32,technician,single,tertiary,no,92,yes,no,6978
39,services,married,secondary,no,-971,yes,yes,6979
32,technician,single,secondary,no,1307,yes,no,6980
30,services,married,secondary,no,179,yes,no,6981
31,blue-collar,married,secondary,no,1117,yes,no,6982
51,management,single,unknown,no,-461,yes,no,6983
27,services,single,tertiary,no,5883,yes,no,6984
33,blue-collar,married,primary,no,-342,yes,no,6985
24,services,single,tertiary,no,1385,yes,no,6986
52,blue-collar,married,primary,no,-211,yes,yes,6987
39,blue-collar,married,secondary,no,2612,yes,no,6988
31,blue-collar,single,primary,no,124,yes,no,6989
33,admin.,married,secondary,yes,-675,yes,no,6990
27,management,single,tertiary,no,3104,yes,no,6991
44,technician,married,secondary,no,398,yes,no,6992
56,technician,divorced,secondary,no,77,yes,yes,6993
50,technician,divorced,unknown,no,2706,yes,no,6994
54,management,divorced,tertiary,no,192,yes,no,6995
33,admin.,married,tertiary,no,957,yes,no,6996
51,blue-collar,married,primary,no,593,yes,no,6997
32,management,single,tertiary,no,1493,yes,no,6998
32,blue-collar,married,secondary,no,0,yes,no,6999
35,blue-collar,married,primary,no,51,yes,no,7000
47,technician,married,secondary,no,-938,yes,no,7001
49,blue-collar,married,secondary,no,457,yes,yes,7002
54,technician,married,tertiary,yes,337,yes,no,7003
31,admin.,single,tertiary,no,1531,yes,no,7004
26,services,married,secondary,no,33,yes,no,7005
42,technician,divorced,secondary,no,0,yes,no,7006
45,technician,single,tertiary,no,5336,no,no,7007
36,technician,married,secondary,yes,947,yes,no,7008
40,admin.,married,secondary,no,2,no,no,7009
45,admin.,married,secondary,no,935,yes,yes,7010
27,management,single,tertiary,no,731,yes,no,7011
51,blue-collar,married,primary,no,-1,no,no,7012
30,technician,single,tertiary,no,419,yes,yes,7013
28,admin.,married,secondary,no,22171,yes,no,7014
32,self-employed,married,secondary,no,-33,yes,no,7015
57,admin.,divorced,secondary,no,-140,yes,no,7016
31,admin.,married,secondary,no,439,no,no,7017
47,technician,married,unknown,no,-598,yes,no,7018
34,blue-collar,married,secondary,no,261,yes,no,7019
50,blue-collar,married,secondary,no,-160,yes,no,7020
33,admin.,single,secondary,no,322,yes,no,7021
25,blue-collar,married,secondary,no,1025,yes,no,7022
39,blue-collar,married,secondary,yes,-931,yes,no,7023
37,admin.,married,secondary,no,-107,yes,no,7024
40,management,married,tertiary,no,481,yes,no,7025
43,admin.,married,primary,no,-516,yes,no,7026
32,self-employed,married,secondary,no,610,yes,no,7027
25,blue-collar,single,secondary,no,579,yes,no,7028
34,blue-collar,married,secondary,no,225,yes,no,7029
30,blue-collar,married,secondary,no,1780,yes,no,7030
41,services,married,secondary,no,803,yes,no,7031
36,blue-collar,married,secondary,yes,-347,yes,yes,7032
28,admin.,single,secondary,no,1238,yes,no,7033
29,blue-collar,single,secondary,no,992,yes,yes,7034
30,blue-collar,married,primary,yes,0,yes,yes,7035
22,student,single,secondary,no,489,no,no,7036
28,blue-collar,married,secondary,no,-717,yes,no,7037
27,blue-collar,single,primary,no,3955,yes,no,7038
31,blue-collar,single,unknown,no,667,yes,no,7039
42,unemployed,divorced,secondary,no,325,yes,no,7040
32,technician,married,tertiary,no,3538,yes,no,7041
25,blue-collar,married,secondary,no,192,yes,no,7042
55,services,divorced,secondary,no,2166,yes,no,7043
33,services,married,secondary,no,-384,yes,no,7044
45,services,single,secondary,no,1377,yes,no,7045
43,blue-collar,married,primary,no,50,no,no,7046
32,blue-collar,married,secondary,yes,-354,yes,yes,7047
51,entrepreneur,married,unknown,no,606,yes,no,7048
35,blue-collar,married,secondary,no,120,yes,no,7049
44,technician,divorced,secondary,no,-357,yes,yes,7050
44,blue-collar,married,primary,no,194,yes,no,7051
40,technician,married,secondary,no,-378,yes,no,7052
24,self-employed,single,tertiary,no,931,yes,no,7053
32,technician,single,secondary,no,1210,yes,yes,7054
51,technician,divorced,secondary,no,329,yes,no,7055
28,management,single,tertiary,no,355,yes,yes,7056
45,admin.,married,secondary,no,25,yes,no,7057
32,admin.,married,secondary,no,739,yes,yes,7058
25,blue-collar,married,secondary,no,758,yes,no,7059
29,self-employed,married,secondary,no,542,no,no,7060
29,technician,single,secondary,no,740,yes,no,7061
38,blue-collar,married,primary,no,476,yes,no,7062
44,blue-collar,married,primary,no,3753,yes,no,7063
34,technician,single,secondary,no,1386,yes,yes,7064
31,technician,single,secondary,no,335,yes,no,7065
41,admin.,single,secondary,no,882,yes,yes,7066
35,blue-collar,married,secondary,no,-659,yes,yes,7067
40,blue-collar,married,secondary,no,-428,yes,no,7068
29,management,single,tertiary,no,119,yes,no,7069
26,blue-collar,married,secondary,no,245,yes,no,7070
59,technician,married,secondary,no,519,yes,no,7071
39,services,single,secondary,no,300,yes,yes,7072
33,services,single,secondary,no,91,no,yes,7073
43,technician,married,secondary,no,-496,yes,no,7074
50,management,married,secondary,no,-187,yes,no,7075
48,technician,married,secondary,no,219,yes,yes,7076
46,blue-collar,divorced,primary,no,571,yes,yes,7077
31,blue-collar,single,primary,no,-495,yes,no,7078
43,technician,single,secondary,no,11269,no,no,7079
28,blue-collar,married,secondary,no,2,yes,no,7080
40,admin.,married,unknown,no,3557,yes,no,7081
34,services,single,secondary,no,34,yes,yes,7082
42,blue-collar,single,primary,no,181,yes,no,7083
51,admin.,married,primary,no,943,yes,no,7084
41,blue-collar,married,secondary,no,1020,yes,no,7085
34,blue-collar,married,secondary,no,250,yes,no,7086
43,management,married,tertiary,no,724,yes,no,7087
59,technician,married,primary,no,4243,yes,no,7088
48,blue-collar,married,secondary,no,48,yes,yes,7089
35,blue-collar,married,secondary,no,0,yes,yes,7090
53,retired,married,secondary,no,1004,yes,no,7091
